Fall,College,Degree,Major Name,Concentration Name,Total,Male,Female,Unknown,Caucasian,Asian American,African American,Hispanic,Native American,Hawaiian/Pacific Isl,Multiracial,International,Unknown.1,All African American,All Native American,All Hawaiian/ Pac Isl,All Asian,Illinois,Non-Illinois
1981,Applied Health Sciences,,HEALTH&SAF,,12,6,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1982,Applied Health Sciences,,HEALTH&SAF,,14,9,5,0,13,1,0,0,0,0,0,0,0,0,0,0,0,14,0
1983,Applied Health Sciences,,HEALTH&SAF,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1984,Applied Health Sciences,,HEALTH&SAF,,6,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,6,0
1985,Applied Health Sciences,,HEALTH&SAF,,7,4,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,7,0
1986,Applied Health Sciences,,HEALTH&SAF,,5,3,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,5,0
1996,Applied Health Sciences,,HEALTH&SAF,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,LAS,BALAS,History,,217,145,72,0,146,15,10,30,0,0,6,7,3,12,5,1,21,198,19
2018,LAS,BALAS,History,,19,9,10,0,14,1,1,3,0,0,0,0,0,1,0,1,2,17,2
2018,LAS,BALAS,History,Social Science: History Tchng,22,13,9,0,18,1,2,1,0,0,0,0,0,2,0,0,1,22,0
2018,LAS,PHD,History,,81,48,33,0,40,0,6,14,0,0,4,17,0,6,2,0,4,8,73
2018,LAS,PHD,History,Medieval Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017,LAS,BALAS,History,,200,135,65,0,130,11,11,30,0,0,4,11,3,11,2,2,16,179,21
2017,LAS,BALAS,History,,21,13,8,0,13,4,0,3,0,0,1,0,0,1,0,1,5,17,4
2017,LAS,BALAS,History,Social Science: History Tchng,22,11,11,0,15,2,1,4,0,0,0,0,0,1,0,0,2,22,0
2017,LAS,PHD,History,,82,49,33,0,40,0,4,14,0,0,5,18,1,4,2,1,5,6,76
2017,LAS,PHD,History,Medieval Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016,LAS,BALAS,History,,190,126,64,0,126,14,10,27,0,0,3,8,2,10,3,2,16,165,25
2016,LAS,BALAS,History,,20,14,6,0,11,4,0,4,0,0,0,1,0,0,1,0,5,17,3
2016,LAS,BALAS,History,Social Science: History Tchng,22,11,11,0,17,1,0,3,0,0,1,0,0,0,0,0,2,21,1
2016,LAS,PHD,History,,84,50,34,0,44,0,5,14,0,0,4,16,1,5,1,1,5,8,76
2016,LAS,PHD,History,Medieval Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,LAS,BALAS,History,,11,7,4,0,7,1,0,2,0,0,0,1,0,0,0,0,1,10,1
2015,LAS,BALAS,History,Social Science: History Tchng,40,19,21,0,31,3,0,5,0,0,1,0,0,0,0,0,4,39,1
2015,LAS,PHD,History,Medieval Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,LAS,BALAS,History,,154,95,59,0,106,8,9,22,0,0,2,7,0,10,2,1,10,144,10
2015,LAS,PHD,History,,95,51,44,0,52,2,4,13,0,0,4,19,1,4,1,1,7,7,88
2014,LAS,BALAS,History,Social Science: History Tchng,41,19,22,0,35,2,0,4,0,0,0,0,0,0,0,0,2,40,1
2014,LAS,PHD,History,Medieval Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,LAS,BALAS,History,,16,10,6,0,12,1,1,1,0,0,0,1,0,1,0,0,1,15,1
2014,LAS,BALAS,History,,180,118,62,0,126,12,9,21,0,0,3,9,0,10,2,0,14,163,17
2014,LAS,PHD,History,,89,47,42,0,51,2,3,11,0,0,6,14,2,4,2,2,8,11,78
2013,LAS,BALAS,History,,23,13,10,0,17,1,0,5,0,0,0,0,0,0,0,0,0,23,0
2013,LAS,BALAS,History,Social Science: History Tchng,51,22,29,0,48,0,0,3,0,0,0,0,0,0,0,0,0,50,1
2013,LAS,BALAS,History,,217,148,67,2,157,16,5,24,0,0,3,10,2,5,2,0,0,198,19
2013,LAS,PHD,History,,89,50,39,0,55,2,4,9,0,0,6,11,2,6,1,0,0,13,76
2012,LAS,BALAS,History,,22,8,14,0,20,0,0,2,0,0,0,0,0,0,0,0,0,21,1
2012,LAS,BALAS,History,Teaching of Social Studies,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
2012,LAS,BALAS,History,Social Science: History Tchng,62,31,31,0,57,0,1,3,0,0,1,0,0,2,0,0,0,61,1
2012,LAS,BALAS,History,,290,194,94,2,234,14,4,22,0,1,6,6,3,4,2,0,0,277,13
2012,LAS,PHD,History,,93,50,43,0,55,3,4,6,0,0,6,15,4,6,1,0,0,16,77
2011,LAS,BALAS,History,,19,8,11,0,16,0,0,3,0,0,0,0,0,0,0,0,0,17,2
2011,LAS,BALAS,History,Teaching of Social Studies,3,3,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,3,0
2011,LAS,BALAS,History,Social Science: History Tchng,69,42,27,0,58,2,0,7,0,0,2,0,0,2,0,0,0,67,2
2011,LAS,BALAS,History,,346,236,109,1,289,15,7,20,0,1,5,8,1,11,0,0,0,333,13
2011,LAS,PHD,History,,92,47,45,0,60,2,9,2,0,0,5,12,2,11,1,0,0,15,77
2010,LAS,BALAS,History,,12,5,7,0,9,2,0,1,0,0,0,0,0,0,0,0,0,10,2
2010,LAS,BALAS,History,Teaching of Social Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,LAS,BALAS,History,Teaching of Social Studies,82,44,38,0,70,4,1,6,0,0,1,0,0,2,0,0,0,81,1
2010,LAS,PHD,History,,112,56,56,0,66,3,11,5,0,0,4,18,5,13,2,0,0,19,93
2010,LAS,BALAS,History,,392,275,116,1,323,16,12,23,0,1,10,3,4,20,0,0,0,378,14
2009,LAS,BALAS,History,Teaching of Social Studies,83,44,39,0,70,3,5,2,0,0,0,0,3,0,0,0,0,83,0
2009,LAS,BALAS,History,Teaching of Social Studies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,History,,15,6,9,0,13,1,0,0,0,0,0,0,1,0,0,0,0,13,2
2009,LAS,BALAS,History,,409,281,127,1,312,22,15,33,0,0,0,2,25,0,0,0,0,394,15
2009,LAS,PHD,History,,118,57,61,0,76,5,12,3,0,0,0,20,2,0,0,0,0,17,101
2008,LAS,BALAS,History,Teaching of Social Studies,94,57,37,0,81,5,2,5,0,0,0,0,1,0,0,0,0,94,0
2008,LAS,BALAS,History,,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2008,LAS,BALAS,History,,439,299,139,1,337,24,24,33,0,0,0,3,18,0,0,0,0,419,20
2008,LAS,PHD,History,,121,67,54,0,75,5,16,5,0,0,0,19,1,0,0,0,0,20,101
2007,LAS,BALAS,History,Teaching of Social Studies,95,52,43,0,85,3,0,7,0,0,0,0,0,0,0,0,0,95,0
2007,LAS,BALAS,History,,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2007,LAS,BALAS,History,,494,324,168,2,392,26,23,34,1,0,0,1,17,0,0,0,0,472,22
2007,LAS,PHD,History,,119,68,51,0,74,5,16,3,0,0,0,20,1,0,0,0,0,27,92
2006,LAS,BALAS,History,Teaching of Social Studies,86,43,43,0,80,1,0,5,0,0,0,0,0,0,0,0,0,86,0
2006,LAS,BALAS,History,,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2006,LAS,BALAS,History,,476,304,171,1,389,26,24,24,2,0,0,2,9,0,0,0,0,461,15
2006,LAS,PHD,History,,118,63,55,0,72,4,17,3,0,0,0,21,1,0,0,0,0,27,91
2005,LAS,BALAS,History,,4,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2005,LAS,BALAS,History,Teaching of Social Studies,78,36,42,0,74,4,0,0,0,0,0,0,0,0,0,0,0,77,1
2005,LAS,BALAS,History,,488,314,173,1,400,23,23,31,1,0,0,2,8,0,0,0,0,471,17
2005,LAS,PHD,History,,123,65,58,0,76,3,14,4,0,0,0,25,1,0,0,0,0,27,96
2004,LAS,BALAS,History,,518,339,179,0,429,25,27,28,1,0,0,1,7,0,0,0,0,506,12
2004,LAS,BALAS,History,Teaching of Social Studies,45,23,22,0,35,4,1,5,0,0,0,0,0,0,0,0,0,45,0
2004,LAS,PHD,History,,108,60,48,0,71,3,9,4,0,0,0,20,1,0,0,0,0,22,86
1980,LAS,,History,,82,46,36,3,71,0,0,0,1,0,0,7,0,0,0,0,0,59,23
1981,LAS,,History,,84,60,24,3,71,0,0,0,1,0,0,9,0,0,0,0,0,58,26
1982,LAS,,History,,71,47,24,1,61,0,0,0,1,0,0,8,0,0,0,0,0,48,23
1983,LAS,,History,,73,47,26,0,64,0,0,0,0,0,0,9,0,0,0,0,0,44,29
1984,LAS,,History,,81,55,26,3,63,0,1,0,0,0,0,14,0,0,0,0,0,51,30
1985,LAS,,History,,83,53,30,2,66,1,1,0,0,0,0,13,0,0,0,0,0,51,32
1986,LAS,,History,,92,57,35,3,74,0,1,0,1,0,0,13,0,0,0,0,0,49,43
1987,LAS,,History,,102,64,38,2,81,0,2,0,1,0,0,16,0,0,0,0,0,55,47
1988,LAS,,History,,102,72,30,2,87,0,2,0,0,0,0,11,0,0,0,0,0,57,45
1989,LAS,,History,,129,88,41,6,107,1,3,1,0,0,0,11,0,0,0,0,0,74,55
1990,LAS,,History,,117,84,33,3,97,2,3,2,0,0,0,10,0,0,0,0,0,62,55
1991,LAS,,History,,150,105,45,4,129,0,3,3,0,0,0,11,0,0,0,0,0,72,78
1992,LAS,,History,,134,94,40,4,113,0,6,2,0,0,0,9,0,0,0,0,0,65,69
1993,LAS,,History,,127,95,32,5,102,0,6,4,0,0,0,10,0,0,0,0,0,60,67
1994,LAS,,History,,135,96,39,3,108,0,7,4,0,0,0,13,0,0,0,0,0,63,72
1995,LAS,,History,,123,84,39,1,105,1,4,3,0,0,0,9,0,0,0,0,0,53,70
1996,LAS,,History,,126,80,46,5,100,1,4,3,0,0,0,13,0,0,0,0,0,49,77
1997,LAS,,History,,116,78,38,3,88,1,7,4,0,0,0,13,0,0,0,0,0,47,69
1998,LAS,,History,,116,75,41,3,87,1,8,3,0,0,0,14,0,0,0,0,0,41,75
1999,LAS,,History,,106,70,36,3,75,1,7,2,1,0,0,17,0,0,0,0,0,37,69
2000,LAS,,History,,98,62,36,2,67,2,5,1,1,0,0,20,0,0,0,0,0,26,72
2001,LAS,,History,,98,63,35,1,70,2,2,2,1,0,0,20,0,0,0,0,0,28,70
2002,LAS,,History,,101,59,42,2,69,3,5,3,0,0,0,19,0,0,0,0,0,25,76
2003,LAS,,History,,99,56,43,4,62,2,6,3,0,0,0,22,0,0,0,0,0,22,77
2018,Fine and Applied Arts,BFA,History of Art,,8,3,5,0,1,0,0,3,0,0,0,4,0,0,0,0,0,5,3
2017,Fine and Applied Arts,BFA,History of Art,,7,1,6,0,2,0,0,3,0,0,0,2,0,0,0,0,0,5,2
2016,Fine and Applied Arts,BFA,History of Art,,6,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0
2015,Fine and Applied Arts,BFA,History of Art,,5,0,5,0,4,0,1,0,0,0,0,0,0,1,0,0,0,4,1
2014,Fine and Applied Arts,BFA,History of Art,,4,0,4,0,3,0,1,0,0,0,0,0,0,1,0,0,0,3,1
2013,Fine and Applied Arts,BFA,History of Art,,10,1,9,0,7,0,3,0,0,0,0,0,0,3,0,0,0,9,1
2012,Fine and Applied Arts,BFA,History of Art,,8,2,6,0,7,0,1,0,0,0,0,0,0,1,0,0,0,8,0
2011,Fine and Applied Arts,BFA,History of Art,,10,1,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0
2010,Fine and Applied Arts,BFA,History of Art,,13,0,13,0,11,0,0,1,0,0,0,1,0,0,0,0,0,12,1
2009,Fine and Applied Arts,BFA,History of Art,,13,0,13,0,12,0,0,0,0,0,0,1,0,0,0,0,0,12,1
2008,Fine and Applied Arts,BFA,History of Art,,13,1,12,0,12,0,0,0,0,0,0,0,1,0,0,0,0,13,0
2007,Fine and Applied Arts,BFA,History of Art,,8,0,8,0,7,0,0,0,0,0,0,0,1,0,0,0,0,8,0
2006,Fine and Applied Arts,BFA,History of Art,,16,0,16,0,14,1,0,1,0,0,0,0,0,0,0,0,0,15,1
2005,Fine and Applied Arts,BFA,History of Art,,22,3,19,0,15,2,1,2,0,0,0,1,1,0,0,0,0,21,1
2004,Fine and Applied Arts,BFA,History of Art,,21,3,18,0,14,2,2,1,0,0,0,1,1,0,0,0,0,20,1
2018,LAS,BALAS,History of Art,,15,2,13,0,6,3,1,3,0,0,0,2,0,1,0,0,3,13,2
2018,LAS,BALAS,History of Art,,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
2017,LAS,BALAS,History of Art,,15,2,13,0,6,2,1,1,0,0,0,5,0,1,0,0,2,10,5
2017,LAS,BALAS,History of Art,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2016,LAS,BALAS,History of Art,,12,1,11,0,9,1,0,0,0,0,0,1,1,0,0,0,1,11,1
2016,LAS,BALAS,History of Art,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,LAS,BALAS,History of Art,,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2015,LAS,BALAS,History of Art,,17,1,16,0,10,0,0,1,0,0,1,5,0,0,0,0,1,12,5
2014,LAS,BALAS,History of Art,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,LAS,BALAS,History of Art,,20,1,19,0,13,2,0,2,0,0,0,3,0,0,0,0,2,17,3
2013,LAS,BALAS,History of Art,,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2013,LAS,BALAS,History of Art,,26,0,26,0,16,1,2,1,0,0,0,6,0,2,0,0,0,20,6
2012,LAS,BALAS,History of Art,,26,1,25,0,16,1,2,1,0,0,0,6,0,2,0,0,0,20,6
2011,LAS,BALAS,History of Art,,33,1,32,0,18,6,2,0,0,1,1,4,1,2,0,0,0,27,6
2010,LAS,BALAS,History of Art,,31,0,31,0,19,4,2,1,0,0,1,3,1,2,0,0,0,27,4
2009,LAS,BSLAS,History of Art,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,History of Art,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,LAS,BALAS,History of Art,,34,4,30,0,20,3,2,4,0,0,0,4,1,0,0,0,0,30,4
2008,LAS,BALAS,History of Art,,44,5,39,0,29,4,3,4,0,0,0,4,0,0,0,0,0,40,4
2007,LAS,BALAS,History of Art,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2007,LAS,BALAS,History of Art,,33,5,28,0,23,2,2,2,0,0,0,4,0,0,0,0,0,29,4
2006,LAS,BALAS,History of Art,,32,4,28,0,25,2,2,1,0,0,0,2,0,0,0,0,0,27,5
2005,LAS,BALAS,History of Art,,30,2,28,0,25,2,2,0,0,0,0,1,0,0,0,0,0,29,1
2004,LAS,BALAS,History of Art,,38,5,33,0,30,2,2,3,0,0,0,1,0,0,0,0,0,37,1
1980,Applied Health Sciences,,HLTH EDUC,,65,12,53,0,53,1,10,1,0,0,0,0,0,0,0,0,0,64,1
1981,Applied Health Sciences,,HLTH EDUC,,80,16,64,1,65,1,12,0,0,0,0,1,0,0,0,0,0,78,2
1982,Applied Health Sciences,,HLTH EDUC,,72,8,64,1,60,1,8,1,0,0,0,1,0,0,0,0,0,70,2
1983,Applied Health Sciences,,HLTH EDUC,,25,1,24,0,17,2,5,0,0,0,0,1,0,0,0,0,0,24,1
1984,Applied Health Sciences,,HLTH EDUC,,28,4,24,1,23,0,1,3,0,0,0,0,0,0,0,0,0,27,1
1985,Applied Health Sciences,,HLTH EDUC,,32,4,28,0,28,1,0,3,0,0,0,0,0,0,0,0,0,32,0
1986,Applied Health Sciences,,HLTH EDUC,,24,2,22,0,20,2,2,0,0,0,0,0,0,0,0,0,0,22,2
1987,Applied Health Sciences,,HLTH EDUC,,24,5,19,0,20,2,2,0,0,0,0,0,0,0,0,0,0,22,2
1988,Applied Health Sciences,,HLTH EDUC,,27,5,22,0,19,4,3,1,0,0,0,0,0,0,0,0,0,25,2
1989,Applied Health Sciences,,HLTH EDUC,,30,4,26,0,17,3,8,2,0,0,0,0,0,0,0,0,0,28,2
1990,Applied Health Sciences,,HLTH EDUC,,20,1,19,0,12,2,5,1,0,0,0,0,0,0,0,0,0,18,2
1991,Applied Health Sciences,,HLTH EDUC,,18,1,17,0,13,1,4,0,0,0,0,0,0,0,0,0,0,17,1
1992,Applied Health Sciences,,HLTH EDUC,,17,1,16,0,14,1,2,0,0,0,0,0,0,0,0,0,0,16,1
1993,Applied Health Sciences,,HLTH EDUC,,19,3,16,0,16,1,2,0,0,0,0,0,0,0,0,0,0,18,1
1994,Applied Health Sciences,,HLTH EDUC,,22,2,20,0,18,1,3,0,0,0,0,0,0,0,0,0,0,19,3
1995,Applied Health Sciences,,HLTH EDUC,,13,1,12,1,6,1,4,1,0,0,0,0,0,0,0,0,0,13,0
1996,Applied Health Sciences,,HLTH EDUC,,16,2,14,0,9,0,5,1,0,0,0,1,0,0,0,0,0,15,1
1997,Applied Health Sciences,,HLTH EDUC,,53,5,48,1,31,2,16,3,0,0,0,0,0,0,0,0,0,53,0
1998,Applied Health Sciences,,HLTH EDUC,,72,7,65,1,42,3,22,4,0,0,0,0,0,0,0,0,0,71,1
1999,Applied Health Sciences,,HLTH EDUC,,87,8,79,0,53,4,25,5,0,0,0,0,0,0,0,0,0,86,1
2000,Applied Health Sciences,,HLTH EDUC,,101,10,91,1,61,5,27,7,0,0,0,0,0,0,0,0,0,100,1
2001,Applied Health Sciences,,HLTH EDUC,,87,9,78,0,62,0,23,2,0,0,0,0,0,0,0,0,0,84,3
2002,Applied Health Sciences,,HLTH EDUC,,64,5,59,2,41,1,19,1,0,0,0,0,0,0,0,0,0,61,3
2003,Applied Health Sciences,,HLTH EDUC,,70,6,64,2,31,2,28,6,1,0,0,0,0,0,0,0,0,65,5
1982,Applied Health Sciences,,HLTH PL AD,,14,3,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1983,Applied Health Sciences,,HLTH PL AD,,15,4,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1984,Applied Health Sciences,,HLTH PL AD,,29,7,22,1,26,2,0,0,0,0,0,0,0,0,0,0,0,28,1
1985,Applied Health Sciences,,HLTH PL AD,,20,3,17,0,19,1,0,0,0,0,0,0,0,0,0,0,0,20,0
1986,Applied Health Sciences,,HLTH PL AD,,23,7,16,0,23,0,0,0,0,0,0,0,0,0,0,0,0,22,1
1987,Applied Health Sciences,,HLTH PL AD,,39,11,28,0,35,1,3,0,0,0,0,0,0,0,0,0,0,38,1
1988,Applied Health Sciences,,HLTH PL AD,,52,15,37,0,48,1,2,1,0,0,0,0,0,0,0,0,0,51,1
1989,Applied Health Sciences,,HLTH PL AD,,53,12,41,1,46,4,2,0,0,0,0,0,0,0,0,0,0,52,1
1990,Applied Health Sciences,,HLTH PL AD,,54,14,40,0,42,4,7,1,0,0,0,0,0,0,0,0,0,53,1
1991,Applied Health Sciences,,HLTH PL AD,,65,21,44,1,49,6,8,1,0,0,0,0,0,0,0,0,0,64,1
1992,Applied Health Sciences,,HLTH PL AD,,70,24,46,1,51,6,11,1,0,0,0,0,0,0,0,0,0,67,3
1993,Applied Health Sciences,,HLTH PL AD,,95,26,69,1,65,7,19,3,0,0,0,0,0,0,0,0,0,92,3
1994,Applied Health Sciences,,HLTH PL AD,,92,26,66,1,61,8,19,3,0,0,0,0,0,0,0,0,0,89,3
1995,Applied Health Sciences,,HLTH PL AD,,56,17,39,1,35,2,16,2,0,0,0,0,0,0,0,0,0,54,2
1996,Applied Health Sciences,,HLTH PL AD,,60,17,43,0,34,1,21,4,0,0,0,0,0,0,0,0,0,58,2
1997,Applied Health Sciences,,HLTH PL AD,,111,30,81,0,69,14,21,7,0,0,0,0,0,0,0,0,0,107,4
1998,Applied Health Sciences,,HLTH PL AD,,115,30,85,1,63,22,15,14,0,0,0,0,0,0,0,0,0,110,5
1999,Applied Health Sciences,,HLTH PL AD,,106,26,80,1,57,15,28,5,0,0,0,0,0,0,0,0,0,104,2
2000,Applied Health Sciences,,HLTH PL AD,,129,23,106,3,64,13,45,4,0,0,0,0,0,0,0,0,0,127,2
2001,Applied Health Sciences,,HLTH PL AD,,157,28,129,4,76,17,51,9,0,0,0,0,0,0,0,0,0,154,3
2002,Applied Health Sciences,,HLTH PL AD,,172,38,134,1,83,27,50,9,1,0,0,1,0,0,0,0,0,167,5
2003,Applied Health Sciences,,HLTH PL AD,,178,46,132,2,76,22,64,12,1,0,0,1,0,0,0,0,0,172,6
1980,ACES,,HOME EC ED,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1980,ACES,,HOME ECON,,171,0,171,1,157,3,5,2,2,0,0,1,0,0,0,0,0,167,4
1981,ACES,,HOME ECON,,151,0,151,0,143,0,5,0,1,0,0,2,0,0,0,0,0,147,4
1982,ACES,,HOME ECON,,41,0,41,1,36,1,2,0,0,0,0,1,0,0,0,0,0,39,2
1983,ACES,,HOME ECON,,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1984,ACES,,HOME ECON,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1987,ACES,,HOME ECON,,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1980,ACES,,HOME MGMT,,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1981,ACES,,HOME MGMT,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1982,ACES,,HOME MGMT,,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0
1997,ACES,,HORT -- P&M,,39,19,20,0,36,1,1,1,0,0,0,0,0,0,0,0,0,39,0
1998,ACES,,HORT -- P&M,,58,27,31,0,52,2,1,3,0,0,0,0,0,0,0,0,0,58,0
1999,ACES,,HORT -- P&M,,89,38,51,0,80,2,3,3,1,0,0,0,0,0,0,0,0,88,1
2000,ACES,,HORT -- P&M,,102,45,57,1,90,3,1,6,1,0,0,0,0,0,0,0,0,101,1
2001,ACES,,HORT -- P&M,,92,43,49,0,82,4,0,6,0,0,0,0,0,0,0,0,0,91,1
2002,ACES,,HORT -- P&M,,65,25,40,0,60,2,0,3,0,0,0,0,0,0,0,0,0,65,0
2003,ACES,,HORT -- P&M,,54,30,24,0,51,1,0,2,0,0,0,0,0,0,0,0,0,54,0
1997,ACES,,HORT--HORT SCI,,7,3,4,0,5,1,0,1,0,0,0,0,0,0,0,0,0,7,0
1998,ACES,,HORT--HORT SCI,,7,2,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,6,1
1999,ACES,,HORT--HORT SCI,,6,4,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,5,1
2000,ACES,,HORT--HORT SCI,,10,5,5,0,9,1,0,0,0,0,0,0,0,0,0,0,0,9,1
2001,ACES,,HORT--HORT SCI,,10,5,5,0,9,0,0,1,0,0,0,0,0,0,0,0,0,9,1
2002,ACES,,HORT--HORT SCI,,7,4,3,0,6,0,0,1,0,0,0,0,0,0,0,0,0,7,0
2003,ACES,,HORT--HORT SCI,,5,2,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,5,0
1998,ACES,,Horticulture,Urban Forestry,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,ACES,,Horticulture,Urban Forestry,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2001,ACES,,Horticulture,Urban Forestry,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2003,ACES,,Horticulture,Urban Forestry,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1980,ACES,,Horticulture,,17,6,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,17,0
1980,ACES,,Horticulture,,31,22,9,0,26,1,0,0,0,0,0,4,0,0,0,0,0,17,14
1981,ACES,,Horticulture,,26,10,16,1,23,2,0,0,0,0,0,0,0,0,0,0,0,26,0
1981,ACES,,Horticulture,,33,23,10,0,27,1,1,0,0,0,0,4,0,0,0,0,0,19,14
1982,ACES,,Horticulture,,21,11,10,0,20,1,0,0,0,0,0,0,0,0,0,0,0,20,1
1982,ACES,,Horticulture,,42,23,19,0,30,1,1,0,0,0,0,10,0,0,0,0,0,23,19
1983,ACES,,Horticulture,,24,15,9,0,23,1,0,0,0,0,0,0,0,0,0,0,0,23,1
1983,ACES,,Horticulture,,32,18,14,0,21,1,0,0,0,0,0,10,0,0,0,0,0,12,20
1984,ACES,,Horticulture,,19,13,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,18,1
1984,ACES,,Horticulture,,33,20,13,0,20,2,0,0,0,0,0,11,0,0,0,0,0,15,18
1985,ACES,,Horticulture,,16,9,7,1,15,0,0,0,0,0,0,0,0,0,0,0,0,15,1
1985,ACES,,Horticulture,,40,29,11,1,21,1,0,0,0,0,0,17,0,0,0,0,0,18,22
1986,ACES,,Horticulture,,10,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,1
1986,ACES,,Horticulture,,40,29,11,0,16,3,0,0,0,0,0,21,0,0,0,0,0,14,26
1987,ACES,,Horticulture,,11,5,6,2,8,1,0,0,0,0,0,0,0,0,0,0,0,11,0
1987,ACES,,Horticulture,,42,28,14,0,15,3,0,0,0,0,0,24,0,0,0,0,0,13,29
1988,ACES,,Horticulture,,10,5,5,2,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0
1988,ACES,,Horticulture,,49,32,17,1,21,1,0,0,0,0,0,26,0,0,0,0,0,19,30
1989,ACES,,Horticulture,,17,8,9,2,12,1,0,0,0,0,0,2,0,0,0,0,0,14,3
1989,ACES,,Horticulture,,40,27,13,0,22,0,0,0,0,0,0,18,0,0,0,0,0,17,23
1990,ACES,,Horticulture,,11,5,6,1,9,0,0,0,0,0,0,1,0,0,0,0,0,10,1
1990,ACES,,Horticulture,,43,27,16,1,18,0,0,0,0,0,0,24,0,0,0,0,0,14,29
1991,ACES,,Horticulture,,19,12,7,1,17,1,0,0,0,0,0,0,0,0,0,0,0,19,0
1991,ACES,,Horticulture,,39,24,15,0,16,0,0,0,0,0,0,23,0,0,0,0,0,9,30
1992,ACES,,Horticulture,,15,8,7,1,11,2,1,0,0,0,0,0,0,0,0,0,0,14,1
1992,ACES,,Horticulture,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1992,ACES,,Horticulture,,42,31,11,3,13,0,0,0,0,0,0,26,0,0,0,0,0,10,32
1993,ACES,,Horticulture,,15,7,8,2,11,1,1,0,0,0,0,0,0,0,0,0,0,14,1
1993,ACES,,Horticulture,,53,35,18,1,21,1,0,1,0,0,0,29,0,0,0,0,0,18,35
1994,ACES,,Horticulture,,25,16,9,1,23,1,0,0,0,0,0,0,0,0,0,0,0,23,2
1994,ACES,,Horticulture,,44,28,16,0,15,1,1,1,0,0,0,26,0,0,0,0,0,16,28
1995,ACES,,Horticulture,,20,6,14,1,16,1,1,1,0,0,0,0,0,0,0,0,0,20,0
